code,term,dmd_id,dmd_type,bnf_code
322149009,Prochlorperazine 5mg suppositories,322149009,VMP,0406000T0AAAEAE
15529611000001107,Prochlorperazine 5mg suppositories,15529611000001107,AMP,0406000T0AAAEAE
322150009,Prochlorperazine 25mg suppositories,322150009,VMP,0406000T0AAAFAF
15531011000001102,Prochlorperazine 25mg suppositories,15531011000001102,AMP,0406000T0AAAFAF
322144004,Prochlorperazine 5mg tablets,322144004,VMP,0406000T0AAAGAG
341711000001103,Prochlorperazine 5mg tablets,341711000001103,AMP,0406000T0AAAGAG
37859311000001102,Prochlorperazine 5mg tablets,37859311000001102,AMP,0406000T0AAAGAG
246211000001109,Prochlorperazine 5mg tablets,246211000001109,AMP,0406000T0AAAGAG
901411000001106,Prochlorperazine 5mg tablets,901411000001106,AMP,0406000T0AAAGAG
13483111000001106,Prochlorperazine 5mg tablets,13483111000001106,AMP,0406000T0AAAGAG
16063311000001107,Prochlorperazine 5mg tablets,16063311000001107,AMP,0406000T0AAAGAG
30078711000001101,Prochlorperazine 5mg tablets,30078711000001101,AMP,0406000T0AAAGAG
11012111000001103,Prochlorperazine 5mg tablets,11012111000001103,AMP,0406000T0AAAGAG
20326611000001107,Prochlorperazine 5mg tablets,20326611000001107,AMP,0406000T0AAAGAG
516511000001106,Prochlorperazine 5mg tablets,516511000001106,AMP,0406000T0AAAGAG
712011000001103,Prochlorperazine 5mg tablets,712011000001103,AMP,0406000T0AAAGAG
30859311000001107,Prochlorperazine 5mg tablets,30859311000001107,AMP,0406000T0AAAGAG
36042511000001100,Prochlorperazine 5mg tablets,36042511000001100,AMP,0406000T0AAAGAG
84311000001108,Prochlorperazine 5mg tablets,84311000001108,AMP,0406000T0AAAGAG
17917711000001109,Prochlorperazine 5mg tablets,17917711000001109,AMP,0406000T0AAAGAG
15177311000001100,Prochlorperazine 5mg tablets,15177311000001100,AMP,0406000T0AAAGAG
784511000001103,Prochlorperazine 5mg tablets,784511000001103,AMP,0406000T0AAAGAG
21851611000001109,Prochlorperazine 5mg tablets,21851611000001109,AMP,0406000T0AAAGAG
322145003,Prochlorperazine 25mg tablets,322145003,VMP,0406000T0AAAHAH
322143005,Prochlorperazine 3mg buccal tablets,322143005,VMP,0406000T0AAAKAK
23680211000001106,Prochlorperazine 3mg buccal tablets,23680211000001106,AMP,0406000T0AAAKAK
23165411000001104,Prochlorperazine 3mg buccal tablets,23165411000001104,AMP,0406000T0AAAKAK
23481811000001102,Prochlorperazine 3mg buccal tablets,23481811000001102,AMP,0406000T0AAAKAK
37779611000001106,Prochlorperazine 3mg buccal tablets,37779611000001106,AMP,0406000T0AAAKAK
35852411000001104,Prochlorperazine 3mg buccal tablets,35852411000001104,AMP,0406000T0AAAKAK
35989811000001106,Prochlorperazine 3mg buccal tablets,35989811000001106,AMP,0406000T0AAAKAK
35572811000001100,Prochlorperazine 3mg buccal tablets,35572811000001100,AMP,0406000T0AAAKAK
97511000001109,Stemetil 5mg tablets,97511000001109,AMP,0406000T0BBAAAG
367711000001104,Stemetil 25mg tablets,367711000001104,AMP,0406000T0BBABAH
620411000001105,Stemetil 5mg suppositories,620411000001105,AMP,0406000T0BBAEAE
47911000001107,Stemetil 25mg suppositories,47911000001107,AMP,0406000T0BBAFAF
920911000001101,Buccastem 3mg tablets,920911000001101,AMP,0406000T0BDAAAK
354911000001100,Proziere 5mg tablets,354911000001100,AMP,0406000T0BEAAAG
196011000001108,Buccastem M 3mg tablets,196011000001108,AMP,0406000T0BFAAAK
36021611000001105,Prochlorperazine 5mg/5ml oral solution,36021611000001105,VMP,0406000U0AAAAAA
36021511000001106,Prochlorperazine 12.5mg/1ml solution for injection ampoules,36021511000001106,VMP,0406000U0AAABAB
4000511000001104,Prochlorperazine 12.5mg/1ml solution for injection ampoules,4000511000001104,AMP,0406000U0AAABAB
10677611000001100,Prochlorperazine 12.5mg/1ml solution for injection ampoules,10677611000001100,AMP,0406000U0AAABAB
322142000,Prochlorperazine 5mg effervescent granules sachets sugar free,322142000,VMP,0406000U0AAADAD
344011000001102,Stemetil 5mg/5ml syrup,344011000001102,AMP,0406000U0BBAAAA
766011000001103,Stemetil 12.5mg/1ml solution for injection ampoules,766011000001103,AMP,0406000U0BBABAB
593211000001102,Stemetil Eff 5mg sachets,593211000001102,AMP,0406000U0BBADAD
322146002,VMP previous to 36021611000001105,322146002,VMP,0406000U0AAAAAA
322147006,VMP previous to 36021511000001106,322147006,VMP,0406000U0AAABAB
42039811000001106,VMP subsequent to 322150009,42039811000001106,VMP,0406000T0AAAFAF
42039911000001101,VMP subsequent to 322145003,42039911000001101,VMP,0406000T0AAAHAH
42040011000001107,VMP subsequent to 322143005,42040011000001107,VMP,0406000T0AAAKAK
42040111000001108,VMP subsequent to 322142000,42040111000001108,VMP,0406000U0AAADAD
42040211000001102,VMP subsequent to 322149009,42040211000001102,VMP,0406000T0AAAEAE
42040311000001105,VMP subsequent to 322144004,42040311000001105,VMP,0406000T0AAAGAG
